# Cash Shop catalogue, generated from the STOCK v83 Etc/Commodity.img.
# The ITEM ID is the key: one row per item, no serial numbers.
# itemId	price	count	tab	category	period	gender	name
1002233	3500	1	2	0	0	2	Starry Pink Beanie
1002234	3500	1	2	0	0	2	Starry Sky Blue Beanie
1002235	4300	1	2	0	0	2	Sky Blue Goggled Beanie
1002236	4300	1	2	0	0	2	Khaki Goggled Beanie
1002237	1800	1	2	0	0	2	Blue Cap
1002238	2900	1	2	0	0	2	Construction Hardhat
1002239	3200	1	2	0	0	2	The Legendary Gold Poop Hat
1002240	2700	1	2	0	0	2	Hajimaki
1002250	4100	1	2	0	0	2	Headphone Bandana
1002251	3000	1	2	0	0	2	The Graduation Hat
1002256	3100	1	2	0	0	2	Orange Mushroom Hat
1002258	3700	1	2	0	0	2	Blue Diamondy Bandana
1002259	3100	1	2	0	0	2	Black Top Hat
1002260	4300	1	2	0	0	2	Yellow Trucker Hat
1002261	4300	1	2	0	0	2	Blue Trucker Hat
1002262	4300	1	2	0	0	2	Red Trucker Hat
1002263	4300	1	2	0	0	2	Green Trucker Hat
1002265	3400	1	2	0	0	2	Elf's Ear
1002266	3900	1	2	0	0	2	Basic Earmuff
1002279	3700	1	2	0	0	2	Bunny Hat
1002280	3700	1	2	0	0	2	Ducky Hat
1002290	2700	1	2	0	0	2	Camouflaged Helmet
1002291	3900	1	2	0	0	2	Starred Hunting Hat
1002292	2700	1	2	0	0	2	Pink Frill Pajama Hat
1002293	3000	1	2	0	0	2	Blue Pajama Hat
1002294	3000	1	2	0	0	2	Red Frill Pajama Hat
1002295	3300	1	2	0	0	2	Chef's Hat
1002296	3200	1	2	0	0	2	Slime Hat
1002297	3700	1	2	0	0	2	Brown Bucket Hat
1002298	3700	1	2	0	0	2	Blue Bucket Hat
1002299	3900	1	2	0	0	2	Cubic Newsie Hat
1002301	2700	1	2	0	0	2	Yellow Picnic Hat
1002302	2700	1	2	0	0	2	Pink Picnic Hat
1002304	3200	1	2	0	0	2	Silver-Chain Hat
1002307	1800	1	2	0	0	2	Blue B-Ball Headband
1002310	2700	1	2	0	0	2	Flower Crown
1002311	2400	1	2	0	0	2	Traveler's Hat
1002313	2500	1	2	0	0	2	Palm Tree Hat
1002315	3100	1	2	0	0	2	Red Straw Hat
1002316	3100	1	2	0	0	2	Blue Straw Hat
1002317	2200	1	2	0	0	2	Grey Headband
1002318	2200	1	2	0	0	2	Red Headband
1002319	3000	1	2	0	0	2	Whale Hat
1002322	3000	1	2	0	0	2	Lobster Hat
1002334	2800	1	2	0	0	2	Raccoon Hat
1002335	2300	1	2	0	0	2	Triangular Hat
1002336	2500	1	2	0	0	2	Noble Moca
1002337	3500	1	2	0	0	2	Laurel Crown
1002342	4100	1	2	0	0	2	Olive Beanie
1002343	4100	1	2	0	0	2	White Beanie
1002344	3900	1	2	0	0	2	Woodsman Hat
1002345	2400	1	2	0	0	2	Party Hat
1002346	2600	1	2	0	0	2	Blue Corporal Hat
1002348	2300	1	2	0	0	2	Bamboo Hat
1002349	2700	1	2	0	0	2	Black Cowboy Hat
1002355	3700	1	2	0	0	2	Blue Kitty Beanie
1002356	3700	1	2	0	0	2	Yellow Kitty Beanie
1002367	4500	1	2	0	0	2	Angel Halo
1002374	2900	1	2	0	0	2	Red Beret
1002375	2900	1	2	0	0	2	Yellow Beret
1002376	2900	1	2	0	0	2	Pink Beret
1002384	3700	1	2	0	0	2	Casual Cowboy Hat
1002385	2700	1	2	0	0	2	Red Eskimo Hat
1002386	2700	1	2	0	0	2	Brown Eskimo Hat
1002387	2700	1	2	0	0	2	Green Eskimo Hat
1002389	3500	1	2	0	0	2	Devil Hat
1002396	3900	1	2	0	0	2	Hawaiian Flower
1002397	3900	1	2	0	0	2	Sunflower Petal
1002409	2800	1	2	0	0	2	Tin Bucket
1002412	3100	1	2	0	0	2	Skyblue Turban
1002414	3300	1	2	0	0	2	Orange Mushroom Hat
1002416	3900	1	2	0	0	2	Slime Hat
1002417	3100	1	2	0	0	2	Drake Hat
1002420	4100	1	2	0	0	2	Biker Bandana
1002427	3200	1	2	0	0	2	Green Goya Beret
1002428	3700	1	2	0	0	2	Beige Checkered Hat
1002429	4100	1	2	0	0	2	Meshcap
1002431	2900	1	2	0	0	2	Bull's Horn
1002432	3100	1	2	0	0	2	Spring Hat
1002435	3700	1	2	0	0	2	Korean Flower Petal
1002437	3200	1	2	0	0	2	Guan Yu Headpiece
1002438	3200	1	2	0	0	2	Zhu-Ge-Liang Hat
1002440	4100	1	2	0	0	2	Pink Jelly Cap
1002442	4300	1	2	0	0	2	Rainbow Afro Wig
1002443	3200	1	2	0	0	2	Patissier Hat
1002444	3200	1	2	0	0	2	Liu Bei Headpiece
1002445	3200	1	2	0	0	2	Cao Cao Headpiece
1002446	3200	1	2	0	0	2	Sun Quan Headpiece
1002449	4300	1	2	0	0	2	Winged Cap
1002456	3200	1	2	0	0	2	Horoscope Hat (Aquarius)
1002457	3200	1	2	0	0	2	Horoscope Hat (Pisces)
1002458	3200	1	2	0	0	2	Horoscope Hat (Aries)
1002459	3200	1	2	0	0	2	Horoscope Hat (Taurus)
1002460	3200	1	2	0	0	2	Horoscope Hat (Gemini)
1002461	3200	1	2	0	0	2	Horoscope Hat (Cancer)
1002462	3200	1	2	0	0	2	Horoscope Hat (Leo)
1002463	3200	1	2	0	0	2	Horoscope Hat (Virgo)
1002464	3200	1	2	0	0	2	Horoscope Hat (Libra)
1002465	3200	1	2	0	0	2	Horoscope Hat (Scorpius)
1002466	3200	1	2	0	0	2	Horoscope Hat (Sagittarius)
1002467	3200	1	2	0	0	2	Horoscope Hat (Capricornos)
1002469	4000	1	2	0	0	2	Jester Hat
1002470	4100	1	2	0	0	2	Welding Mask
1002477	2400	1	2	0	0	2	Slime Hair Pin
1002478	2900	1	2	0	0	2	Mushroom Hair Pin
1002480	3400	1	2	0	0	2	White Wig Hat
1002481	3800	1	2	0	0	2	Black Snowboard Helmet
1002482	3800	1	2	0	0	2	Red Snowboard Helmet
1002484	2500	1	2	0	0	2	Polar Bear Hat
1002485	3100	1	2	0	0	2	Grey Visor Beanie
1002486	3100	1	2	0	0	2	Green Visor Beanie
1002487	3100	1	2	0	0	2	Rainbow Visor Beanie
1002489	4000	1	2	0	0	2	Football Helmet(Home)
1002491	2800	1	2	0	0	2	Musashi Hat
1002493	2600	1	2	0	0	2	Teddy Bear Headgear
1002495	4300	1	2	0	0	2	Angora Hat
1002496	4100	1	2	0	0	2	Black Skull Bandana
1002498	3400	1	2	0	0	2	Bald Wig
1002499	3500	1	2	0	0	2	White Tiger Hat
1002501	3100	1	2	0	0	2	Reggae Hat
1002502	3200	1	2	0	0	2	Vintage Denim Hat
1002503	3200	1	2	0	0	2	Vintage Pink Hat
1002504	2300	1	2	0	0	2	Old Fisherman Hat
1002519	3000	1	2	0	0	2	White Felt Hat
1002520	3100	1	2	0	0	2	Red Rose
1002521	2700	1	2	0	0	2	White Hairband
1002522	3000	1	2	0	0	2	Pink-Dotted Hairband
1002523	3100	1	2	0	0	2	Paper Boat Hat
1002526	3300	1	2	0	0	2	Skull Hat
1002534	3100	1	2	0	0	2	White Puppy Hat
1002536	3000	1	2	0	0	2	Brown Paperbag Mask
1002542	3300	1	2	0	0	2	Acorn Headgear
1002543	3200	1	2	0	0	2	Acorn Helmet
1002544	3400	1	2	0	0	2	Pumpkin Headgear
1002545	3900	1	2	0	0	2	Yellow Slime Hat
1002548	2900	1	2	0	0	2	White Rabbit Hat
1002549	3100	1	2	0	0	2	Black Cat Hat
1002552	3100	1	2	0	0	2	Moon Bunny Headgear
1002555	2900	1	2	0	0	2	Demon Goblin
1002557	3500	1	2	0	0	2	Jr. Lioner Hat
1002558	2700	1	2	0	0	2	Werebeast
1002559	3300	1	2	0	0	2	Nordic Knitted Beanie
1002560	3000	1	2	0	0	2	Striped Knitted Beanie
1002566	3100	1	2	0	0	2	Skull Beanie
1002568	2200	1	2	0	0	2	Tweed Headband
1002569	1800	1	2	0	0	2	Candlelight hat
1002575	2800	1	2	0	0	2	Angel Headband
1002576	2800	1	2	0	0	2	Fallen Angel Headband
1002582	3200	1	2	0	0	2	Maximus Galea
1002590	3000	1	2	0	0	2	Star baseball cap
1002591	3300	1	2	0	0	2	Leatty Hat
1002592	3000	1	2	0	0	2	Sun Wu Kong hat
1002593	3400	1	2	0	0	2	Smiley Headgear
1002594	3500	1	2	0	0	2	Goggled Smiley Headgear
1002596	3000	1	2	0	0	2	Bulldog Cap
1002597	3500	1	2	0	0	2	Husky Hat
1002598	2900	1	2	0	0	2	Rabbit Ear
1002599	3300	1	2	0	0	2	Golden Trench Helmet
1002605	2900	1	2	0	0	2	Jet Black Head Scarf
1002607	3000	1	2	0	0	2	Zhu Ba Jie Hat
1002608	3100	1	2	0	0	2	Superstar Cap
1002650	3200	1	2	0	0	2	Vintage Grey Cap
1002654	2600	1	2	0	0	2	Orange Mushroom Hat
1002660	2900	1	2	0	0	2	Orange Cap w/ Shades
1002666	3300	1	2	0	0	2	White basic cap
1002667	3200	1	2	0	0	2	Star Hair Pin
1002672	3300	1	2	0	0	2	Helm of the Golden Monk
1002673	3300	1	2	0	0	2	Helm of the Silver Monk
1002674	3300	1	2	0	0	2	Helm of the Bronze Monk
1002678	3200	1	2	0	0	2	Old Hockey Mask
1002679	3400	1	2	0	0	2	Eye Poppers
1002691	3500	1	2	0	0	2	Centaurus Horns
1002692	3500	1	2	0	0	2	Centaurus Horns (Ghost)
1002694	3500	1	2	0	0	2	Centaurus Horns (Light)
1002695	3300	1	2	0	0	2	Soul Teddy Hat
1002696	3100	1	2	0	0	2	Stoplight Hat
1002697	3000	1	2	0	0	2	Devilfish Headgear
1002698	3400	1	2	0	0	2	Vintage Khaki Cap
1002703	3400	1	2	0	0	2	Luscious Eyes - Blue Skin
1002704	3400	1	2	0	0	2	Luscious Eyes - Normal
1002705	3400	1	2	0	0	2	Extravagant Lips - Blue Skin
1002706	3400	1	2	0	0	2	Extravagant Lips - Normal
1002708	3000	1	2	0	0	2	Red Vintage Bandana
1002710	2900	1	2	0	0	2	Pink Kitty Hat
1002713	3300	1	2	0	0	2	Black Bubble Beanie
1002714	3100	1	2	0	0	2	Christmas Tree Hat
1002721	2800	1	2	0	0	2	Raccoon Earmuffs
1002722	2800	1	2	0	0	2	Teddy Earmuffs
1002724	3000	1	2	0	0	2	Cat Hat
1002725	2800	1	2	0	0	2	Pierced Apple
1002726	2900	1	2	0	0	2	Umbrella Hat
1002727	2700	1	2	0	0	2	Huge Pink Ribbon
1002735	3000	1	2	0	0	2	Glowy Smile Cap
1002736	3000	1	2	0	0	2	Glowy Patterned Cap
1002738	2800	1	2	0	0	2	Bunny Earmuffs
1002741	3500	1	2	0	0	2	Yellow Baby Dragon Hat
1002747	3300	1	2	0	0	2	Superstar Headphones
1002748	2800	1	2	0	0	2	Apple-Green Hood
1002752	3500	1	2	0	0	2	Celestial Crown
1002753	2700	1	2	0	0	2	Stylish Pink Cotton Cap
1002754	2700	1	2	0	0	2	Orange Mushroom Scholar
1002756	2900	1	2	0	0	2	Hero's Casket
1002759	2900	1	2	0	0	2	Maple Hood Hat
1002770	3200	1	2	0	0	2	Cone Ears
1002771	3100	1	2	0	0	2	Tiger Cub Hat
1002774	2800	1	2	0	0	2	Victory Hairpin
1002784	2900	1	2	0	0	2	"A" Cap
1002785	2600	1	2	0	0	2	Azure Sun Cap
1002796	3200	1	2	0	0	2	Puffy Ram Hat
1002804	2900	1	2	0	0	2	Brown Felt Hat
1002820	3100	1	2	0	0	2	Inferno Horns
1002821	2900	1	2	0	0	2	Violet Heart Beanie
1002822	3100	1	2	0	0	2	Bird Nest
1002823	3200	1	2	0	0	2	Scarface Mask
1002831	2800	1	2	0	0	2	Leo Hairpin
1002834	2800	1	2	0	0	2	Scorpius Hairpin
1002835	2800	1	2	0	0	2	Sagittarius Hair Clip
1002836	2800	1	2	0	0	2	Capricorn Hair Clip
1002837	3100	1	2	0	0	2	Tengu Mask
1002840	2900	1	2	0	0	2	Hatched Bird Cap
1002844	2500	1	2	0	0	2	Chipmunk Ears
1002845	3200	1	2	0	0	2	Pink Bunny Cap
1002847	3400	1	2	0	0	2	Frog Hat
1002849	3100	1	2	0	0	2	Panda Hat
1002863	3000	1	2	0	0	2	Bear Tassel Hat
1002870	2600	1	2	0	0	2	Moon Bunny Hat  
1002876	2600	1	2	0	0	2	Holly Hair Clip
1002877	2900	1	2	0	0	2	Cow Mask
1002885	3100	1	2	0	0	2	Pink Bow
1002887	2500	1	2	0	0	2	Pink Ribbon Hairband
1002889	2700	1	2	0	0	2	Purple Ribbon Hairband
1002890	2500	1	2	0	0	2	Blue Ribbon Hairband
1002891	2500	1	2	0	0	2	Green Ribbon Hairband
1002903	3000	1	2	0	0	2	Pink Bandana
1002907	3000	1	2	0	0	2	Checkered Fedora
1002913	2800	1	2	0	0	2	Miranda Ribbon
1002920	3100	1	2	0	0	2	Pink Mini Hat
1002921	2800	1	2	0	0	2	Blue Mini Hat
1002922	2800	1	2	0	0	2	Navy Hoodie Cap
1002928	2700	1	2	0	0	2	Pink Star Beanie
1002929	2700	1	2	0	0	2	Colorful Striped Beanie
1002937	3000	1	2	0	0	2	Felt Hat
1002941	2700	1	2	0	0	2	Moon Bloom Hair Pin
1002943	2700	1	2	0	0	2	Sailor Hat
1002944	2700	1	2	0	0	2	Honey Bee Hat
1002950	2800	1	2	0	0	2	Pink Flower Headwrap
1002951	2800	1	2	0	0	2	Yellow Flower Headwrap
1002952	2800	1	2	0	0	2	Purple Flower Headwrap
1002953	3000	1	2	0	0	2	Giant Fiesta Sombrero
1002960	3000	1	2	0	0	2	Emperial Crown
1002961	2900	1	2	0	0	2	Gray Mask
1002962	2700	1	2	0	0	2	Flower Pin
1002968	2800	1	2	0	0	2	Pancake Hat
1002969	2600	1	2	0	0	2	Puppy Ears
1002973	3000	1	2	0	0	2	Fox Mask
1002974	2900	1	2	0	0	2	Jr. Lucida Hat
1002976	2900	1	2	0	0	2	Maid Headband
1002978	2600	1	2	0	0	2	Cute Mouse Ears
1002979	2800	1	2	0	0	2	Marbum Headgear
1002984	3500	1	2	0	0	2	Spiegelmann's Hat
1002995	2700	1	2	0	0	2	Royal Navy Hat
1003005	2900	1	2	0	0	2	Maple Racing Helmet
1003008	3100	1	2	0	0	2	Pharaoh Crown
1003009	2800	1	2	0	0	2	Rainbow Bead Hairband
1003013	2800	1	2	0	0	2	Red Loose-Fit Beanie
1003014	2800	1	2	0	0	2	Scooter Helmet Red
1003015	2800	1	2	0	0	2	Scooter Helmet Blue
1003022	2800	1	2	0	0	2	Devil Horns
1003044	4000	1	2	0	0	2	Clown Hat
1003049	3600	1	2	0	0	2	Giant Bear Cap
1003050	2500	1	2	0	0	2	Bunny Ears
1003051	2900	1	2	0	0	2	Desert Fox
1003052	3300	1	2	0	0	2	Tilted Fedora
1003057	3100	1	2	0	0	2	Mini Crown
1010000	2600	1	2	1	0	2	Long Brown Beard
1010001	2400	1	2	1	0	2	Goatee
1010002	2700	1	2	1	0	2	Ninja Mask for Men
1010003	2100	1	2	1	0	2	5 O'Clock Shadow
1011000	2700	1	2	1	0	2	Ninja Mask for Women
1011001	2700	1	2	1	0	2	SF Ninja Mask
1011002	2700	1	2	1	0	2	Heart
1011003	2400	1	2	1	0	2	Freckles
1012000	2700	1	2	1	0	2	Battle Scar
1012001	2100	1	2	1	0	2	Bindi
1012002	2400	1	2	1	0	2	Leather Mask
1012005	2700	1	2	1	0	2	Bruise
1012006	2900	1	2	1	0	2	Rose
1012008	2700	1	2	1	0	2	Censor
1012009	2700	1	2	1	0	2	Kiss Mark
1012021	2500	1	2	1	0	2	White Kabuki Mask
1012022	2500	1	2	1	0	2	Red Kabuki Mask
1012023	2500	1	2	1	0	2	Yellow Kabuki Mask
1012024	2700	1	2	1	0	2	Gentleman's Mustache
1012025	2700	1	2	1	0	2	War Paint
1012026	3000	1	2	1	0	2	Guan Yu Beard
1012027	3300	1	2	1	0	2	Bandage Strip
1012028	2400	1	2	1	0	2	Blush
1012029	2700	1	2	1	0	2	Jester Mask
1012030	2700	1	2	1	0	2	Eye Scar
1012031	1800	1	2	1	0	2	Leaf
1012032	1800	1	2	1	0	2	White Bread
1012034	1800	1	2	1	0	2	Tri-color Paint (France)
1012035	1800	1	2	1	0	2	Brazillian Paint (Brazil)
1012036	1800	1	2	1	0	2	Bundes Paint (Germany)
1012037	1800	1	2	1	0	2	Armillary Shield Paint (Portugal)
1012038	1800	1	2	1	0	2	Rising Sun Paint (Japan)
1012039	1800	1	2	1	0	2	Taegeuk Paint (Korea)
1012041	1800	1	2	1	0	2	Star Spangled Paint (USA)
1012042	1800	1	2	1	0	2	Aztec Paint (Mexico)
1012047	2300	1	2	1	0	2	Fu Manchu
1012048	2600	1	2	1	0	2	Blackjack Scar
1012049	2300	1	2	1	0	2	Ogre Mask
1012050	2100	1	2	1	0	2	Maple-Stein
1012051	2500	1	2	1	0	2	Dark Jester
1012052	2400	1	2	1	0	2	Tongue Twister Scroll
1012053	2200	1	2	1	0	2	Unmanaged Anger
1012054	2200	1	2	1	0	2	Purple Rage
1012055	2000	1	2	1	0	2	Allergic Reaction
1012056	2300	1	2	1	0	2	Doggy Mouth
1012057	2500	1	2	1	0	2	Transparent Face Accessory
1012062	2400	1	2	1	0	2	Mild Pink Lipstick
1012063	2500	1	2	1	0	2	Kitty Paint
1012074	2400	1	2	1	0	2	Neh neh neh boo boo
1012075	2500	1	2	1	0	2	Cold Sweat
1012080	2400	1	2	1	0	2	Fat Lips
1012082	2400	1	2	1	0	2	Ice Cold Red
1012083	2500	1	2	1	0	2	Dollish Pink
1012085	2400	1	2	1	0	2	Cherry Bubblegum
1012090	2500	1	2	1	0	2	Facial Powder
1012096	2400	1	2	1	0	2	Apple Bubble Gum
1012097	2500	1	2	1	0	2	Purple Noisemaker
1012099	2500	1	2	1	0	2	Facial Powder(blue)
1012100	2500	1	2	1	0	2	Facial Powder(red)
1012105	2000	1	2	1	0	2	Super Sucker
1012112	1800	1	2	1	0	2	Bauhinia Paint (Hong Kong)
1012113	1800	1	2	1	0	2	ROC Paint (Taiwan)
1012114	1800	1	2	1	0	2	5-Starred Red Paint (China)
1012121	1800	1	2	1	0	2	Coat of Arms Paint (Spain)
1012122	1800	1	2	1	0	2	Gold Nordic Paint (Sweden)
1012123	1800	1	2	1	0	2	Holland Paint (Netherlands)
1012124	1800	1	2	1	0	2	Union Paint (UK)
1012125	1800	1	2	1	0	2	Chakra Paint (Thailand)
1012126	1800	1	2	1	0	2	Yellow Star Paint (Vietnam)
1012127	1800	1	2	1	0	2	Crescent Paint (Singapore)
1012128	1800	1	2	1	0	2	Jalur Gemilang Paint (Malaysia)
1012129	1800	1	2	1	0	2	Maple Leaf Paint  (Canada)
1012134	2400	1	2	1	0	2	Tear Drop Face Tattoo
1012137	2300	1	2	1	0	2	Star Face Painting
1012147	3000	1	2	1	0	2	Immortal Mask
1012165	1500	1	2	1	0	2	Clown Nose
1012166	2100	1	2	1	0	2	Villian Mask
1012180	2400	1	2	1	0	2	Chocolate Heart
1021000	3900	1	2	2	0	2	Pink Toy Shades
1022000	3700	1	2	2	0	2	Orange Shades
1022001	3700	1	2	2	0	2	Blue Shades
1022002	3700	1	2	2	0	2	Yellow Shades
1022003	3700	1	2	2	0	2	Green Shades
1022004	2000	1	2	2	0	2	Black Sunglasses
1022005	3500	1	2	2	0	2	Red Hard-Rimmed Glasses
1022006	3500	1	2	2	0	2	Blue Hard-Rimmed Glasses
1022007	3500	1	2	2	0	2	Green Hard-Rimmed Glasses
1022008	3500	1	2	2	0	2	Orange Hard-Rimmed Glasses
1022012	2900	1	2	2	0	2	Blue Eye Guard
1022013	2900	1	2	2	0	2	Black Eye Guard
1022014	4000	1	2	2	0	2	Brown Aviator Shades
1022015	4000	1	2	2	0	2	Black Aviator Shades
1022016	4000	1	2	2	0	2	Blue Aviator Shades
1022018	4200	1	2	2	0	2	Classic Masquerade Mask
1022020	4000	1	2	2	0	2	Metal Shades
1022023	3700	1	2	2	0	2	Crested Eye Patch
1022024	3700	1	2	2	0	2	Skull Patch
1022027	3700	1	2	2	0	2	Medical Eye Patch
1022028	4500	1	2	2	0	2	Spinning Groucho
1022029	4500	1	2	2	0	2	Spinning Piglet
1022030	3700	1	2	2	0	2	Hot Teacher Glasses
1022031	3900	1	2	2	0	2	White Toy Shades
1022033	4000	1	2	2	0	2	Politician Glasses
1022034	4200	1	2	2	0	2	Bizarre Monocle
1022035	3900	1	2	2	0	2	Orange Sports Goggle
1022036	3900	1	2	2	0	2	Green Sports Goggle
1022037	2800	1	2	2	0	2	Frameless Glasses
1022040	3500	1	2	2	0	2	Lead Monocle
1022041	4000	1	2	2	0	2	Cyclist Shades
1022042	4700	1	2	2	0	2	Scouter
1022043	4500	1	2	2	0	2	Head Bandage
1022044	4200	1	2	2	0	2	Nerdy Glasses
1022045	2200	1	2	2	0	2	Red Bushido Bandana
1022046	2400	1	2	2	0	2	Butterfly Ball Mask
1022047	2400	1	2	2	0	2	Owl Ball Mask
1022049	3500	1	2	2	0	2	Green Hard-rimmed Glasses
1022050	3400	1	2	2	0	2	Vintage Glasses
1022052	3500	1	2	2	0	2	Future Vision Shades
1022053	4100	1	2	2	0	2	Futuristic Shades
1022054	4200	1	2	2	0	2	Round Shield Shades
1022055	3800	1	2	2	0	2	Pink Sunglasses
1022056	4000	1	2	2	0	2	Pink Aviator Sunglasses
1022057	4000	1	2	2	0	2	Pop-Eye
1022059	4100	1	2	2	0	2	Black Shades
1022061	3600	1	2	2	0	2	Redbeard's Pirate Eye Patch
1022062	3800	1	2	2	0	2	Black Skull Eye Patch
1022063	4000	1	2	2	0	2	Flat Mini Glasses
1022064	3900	1	2	2	0	2	Big Red Glasses
1022065	3500	1	2	2	0	2	Alphabet Glasses
1022066	4100	1	2	2	0	2	Star Spectacles
1022069	3800	1	2	2	0	2	Orange Shutter Shades
1022070	3800	1	2	2	0	2	Green Shutter Shades
1022071	3800	1	2	2	0	2	Red Shutter Shades
1022072	3800	1	2	2	0	2	Yellow Shutter Shades
1022074	3400	1	2	2	0	2	Gaga Glasses
1022075	3000	1	2	2	0	2	Twinkling Eyes
1022081	3400	1	2	2	0	2	Cracked Glasses
1022083	3000	1	2	2	0	2	Hitman Sunglasses
1022084	3000	1	2	2	0	2	Eye Mask (Red)
1022085	3000	1	2	2	0	2	Eye Mask (Pink)
1022086	3000	1	2	2	0	2	Eye Mask (Blue)
1022087	3000	1	2	2	0	2	Eye Mask (Green)
1022095	3000	1	2	2	0	2	I Like Money
1022102	3200	1	2	2	0	2	LED Sunglasses
1022104	3300	1	2	2	0	2	3D Glasses
1050004	4300	1	2	3	0	0	Blue Officer Uniform
1050012	3700	1	2	3	0	0	Grey Skull Overall
1050032	4300	1	2	3	0	0	Silver Officer Uniform
1050033	4300	1	2	3	0	0	Black Officer Uniform
1050034	4300	1	2	3	0	0	Red Officer Uniform
1050040	3500	1	2	3	0	0	Red Swimming Trunk
1050041	3500	1	2	3	0	0	Blue Swimming Trunk
1050042	3700	1	2	3	0	0	Fine Brown Hanbok
1050043	3700	1	2	3	0	0	Fine Black Hanbok
1050044	3700	1	2	3	0	0	Fine Blue Hanbok
1050050	3000	1	2	3	0	0	Dark Suit
1050057	4500	1	2	3	0	2	Ghost Uniform
1050071	3600	1	2	3	0	2	Men's Ninja Overall
1050079	3500	1	2	3	0	2	Black Coat of Death
1050084	3700	1	2	3	0	2	Red Mesoranger
1050085	3700	1	2	3	0	2	Blue Mesoranger
1050086	3700	1	2	3	0	2	Mesoranger Green
1050087	3700	1	2	3	0	2	Black Mesoranger
1050101	3700	1	2	3	0	2	Western Cowboy
1050109	3900	1	2	3	0	2	Green Picnicwear
1050110	3900	1	2	3	0	2	Sky Blue Picnicwear
1050113	4100	1	2	3	0	2	Wedding Tuxedo
1050117	3700	1	2	3	0	2	Tiny Blue Swimshorts
1050118	3700	1	2	3	0	2	Tiny Black Swimshorts
1050120	3800	1	2	3	0	2	Horoscope Overall (Male)
1050124	3700	1	2	3	0	0	Lunar Celebration Suit
1050125	4500	1	2	3	0	2	Brown Casual Look
1050135	4100	1	2	3	0	2	Beau Tuxedo
